Gene	Field	Nucleus ID	Mean Nascent RNA Signal	Mean PCNA Signal	Log2 Ratio
PIM2	field0	77	0.27962438244696314	0.06416350354918982	2.123665339887796
PIM2	field0	78	0.4056624191759327	0.31425844614611054	0.3683281368864281
PIM2	field0	79	0.3022776297424185	0.10226163236081974	1.5636092548323792
PIM2	field0	80	0.3587456504123171	0.08632257263611691	2.0551515734086596
PIM2	field0	81	0.3141637400111976	0.12953779968306955	1.2781435340875817
PIM2	field0	82	0.2710411304161304	0.08103956122086231	1.7418135287922212
PIM2	field0	83	0.31237430090641105	0.047922978830267075	2.704486275483666
PIM2	field0	84	0.2553490990990991	0.06646120054847392	1.9418867099890107
PIM2	field0	85	0.24165832499165837	0.058903108583165484	2.0365530169312502
PIM2	field0	86	0.2294281986904938	0.05760433117901081	1.993793526999555
PIM2	field0	87	0.3409978159978159	0.12816468991371233	1.4117636530172342
PIM2	field0	88	0.2668477300830242	0.09831193408753477	1.440578278131661
PIM2	field0	89	0.2641778947088681	0.07750362570744553	1.769174045016446
PIM2	field0	90	0.28821388956524097	0.08488901272406427	1.7634901219463823
PIM2	field0	91	0.30119007896785677	0.10335281958104568	1.5430965015856568
PIM2	field0	92	0.18248395454277805	0.05591685661111229	1.706414449800304
PIM2	field0	93	0.27126075655487425	0.09481190272056211	1.5165402551555256
PIM2	field0	94	0.21515765765765768	0.05284038393174546	2.025681333854305
PIM2	field0	95	0.29086385655728725	0.08866550245082139	1.7138992328896683
PIM2	field0	96	0.36484341484341487	0.11653716587950504	1.6464872837397138
PIM2	field0	97	0.3211005122769829	0.0737881892892244	2.1215631479881054
PIM2	field0	98	0.24205349417213823	0.05180547940253183	2.224149317232411
PIM2	field0	99	0.1931931931931932	0.04680310801889187	2.045368022293016
PIM2	field1	1	0.32152328091273513	0.08316215375038903	1.9509241772421069
PIM2	field1	2	0.2870426488883218	0.07502656234907755	1.9357917470638693
PIM2	field1	3	0.2577180576678844	0.061699821171406405	2.0624554137812274
PIM2	field1	4	0.47075925652407125	0.09789013644673555	2.265754058581127
PIM2	field1	5	0.24334463973686915	0.10218161338609516	1.2518653757508114
PIM2	field1	6	0.2822846067196536	0.11052039863564472	1.3528377883107523
PIM2	field1	7	0.37195801496135833	0.1400633744311373	1.4090600345749198
PIM2	field1	8	0.34927242559064947	0.11117039408355933	1.651580115710615
PIM2	field1	9	0.3131573329538177	0.07389212095094448	2.083395217332986
PIM2	field1	10	0.3121682203088309	0.09001292824822237	1.7941195431917678
PIM2	field1	11	0.2985087881591119	0.07923436041083097	1.9135753016960473
PIM2	field1	12	0.3842259151579226	0.08458383353341335	2.183500975550565
PIM2	field1	13	0.3464908453039638	0.10812941528812783	1.680058191116041
PIM2	field1	14	0.3130275786308973	0.13014632936507936	1.2661551456644902
PIM2	field1	15	0.4293399674878529	0.2484838595632428	0.7889683366912101
PIM2	field1	16	0.26919518963922295	0.0725463262227968	1.8916781675047303
PIM2	field1	17	0.3329371965671148	0.07450571469463697	2.1598270692413046
PIM2	field1	18	0.2541562045724858	0.0511182250678049	2.3138058020552568
PIM2	field1	19	0.30578411801937777	0.06626042229757399	2.20629417388088
PIM2	field1	20	0.45855885999960644	0.09906563098052458	2.2106503955913968
PIM2	field1	21	0.3633083844924733	0.06998132586367879	2.376152757700663
PIM2	field1	22	0.3144966455008398	0.06501047020750048	2.2743006350210537
PIM2	field1	23	0.28254377850268597	0.06358625321473618	2.151687615558543
PIM2	field1	24	0.3196620605920444	0.059746294351073766	2.4196263859930016
PIM2	field1	25	0.3181655947030672	0.06855025474756832	2.214543903693954
PIM2	field1	26	0.29799406008082185	0.0525496748406965	2.5035298312891827
PIM2	field1	27	0.3148683878563619	0.061420932009167296	2.3579466118719283
PIM2	field1	28	0.2880150437512321	0.05836432933829269	2.302985360931397
PIM2	field1	29	0.22215007471714227	0.04119532428355958	2.4309821223033903
PIM2	field1	30	0.2957566724911776	0.07483487222049312	1.9826281054082031
PIM2	field1	31	0.2772506610562164	0.062025400130553694	2.1602598580523837
PIM2	field1	32	0.3518976951440372	0.06012217093410134	2.549187055603238
PIM2	field1	33	0.334303254562274	0.06734997029114675	2.3114081857673257
PIM2	field1	34	0.3446709396061847	0.08443794184340403	2.029256346399628
PIM2	field1	35	0.3943965377822917	0.15560256736727324	1.3417810227523619
PIM2	field1	36	0.4088232974062202	0.08534369820279533	2.2601208793664145
PIM2	field1	37	0.3387359423857616	0.07460394626170028	2.1828372249272046
PIM2	field1	38	0.3973090392493723	0.08018624116313193	2.308835000065605
PIM2	field1	39	0.2608941245814675	0.0539608173652942	2.2734803479487042
PIM2	field1	40	0.3149242098669211	0.06800252909562773	2.2113443611981447
PIM2	field1	41	0.45659882824545167	0.15931048345264032	1.519085950454405
PIM2	field1	42	0.19928129225076496	0.04819363642893055	2.0478917137627803
PIM2	field1	43	0.26900379597435325	0.058316430020283964	2.205652221672813
PIM2	field1	44	0.3866933430860027	0.09432610253403687	2.035460965444406
PIM2	field1	45	0.30551187172371264	0.06383053221288516	2.25890986004429
PIM2	field1	46	0.28416530278232405	0.06198376786612081	2.196768047875056
PIM2	field1	47	0.40890034837719214	0.10746237029090595	1.9279177270755583
PIM2	field1	48	0.2994229329104445	0.06206482593037215	2.2703369372122584
PIM2	field1	49	0.3300759301914087	0.08550937153384844	1.9486434899329277
PIM2	field1	50	0.3807721358918433	0.08668482683593313	2.1350765153224818
PIM2	field1	51	0.3602271918645647	0.08846708846708845	2.0256943390508093
PIM2	field1	52	0.23434234419433309	0.048855344606978594	2.262029361892538
PIM2	field1	53	0.26303058794983397	0.0535580352359523	2.2960556391390257
PIM2	field1	54	0.27755476156124553	0.06238703432443313	2.1534543081430195
PIM2	field1	55	0.2553928270283988	0.05758409558513671	2.148975698775915
PIM2	field1	56	0.3701275797123633	0.09662522083173797	1.9375509293669875
PIM2	field1	57	0.3506012950971322	0.08793321250068653	1.99535124392078
PIM2	field1	58	0.23243728573760677	0.0578486296479376	2.0064868235019944
PIM2	field1	59	0.3756997103249897	0.08106551623082323	2.2124197493262034
PIM2	field1	60	0.24460651513149204	0.05433423369347739	2.170529460275048
PIM2	field1	61	0.245570340852487	0.05174491449001253	2.2466473413758923
PIM2	field1	62	0.5535141879827035	0.1296839149096331	2.093620748607805
PIM2	field1	63	0.5723280912735121	0.12128540305010892	2.238436490088925
PIM2	field1	64	0.3689372231372638	0.09332513493202158	1.9830377594967414
PIM2	field1	65	0.3451267041749443	0.0668136106901777	2.3689121755141973
PIM2	field1	66	0.34657959516455256	0.07373514377502413	2.2327624102649706
PIM2	field1	67	0.6269432596825293	0.11770489906877205	2.413160511608109
PIM2	field1	68	0.39814814814814814	0.0927438876785282	2.101981238816606
PIM2	field1	69	0.31336509116688427	0.09401205965252145	1.7369267333071527
PIM2	field1	70	0.341468070422742	0.06693418107983934	2.350935642107774
PIM2	field1	71	0.32525905829491836	0.13724313254713655	1.244855275195372
PIM2	field1	72	0.29407541386499514	0.0756198001588695	1.9593502311243753
PIM2	field1	73	0.4848040432300716	0.12135911275079136	1.9981192875525355
PIM2	field1	74	0.36586876247123495	0.11422861155481477	1.6794021881823196
PIM2	field1	75	0.5429948599528422	0.1062986598148031	2.3528151335206364
PIM2	field1	76	0.307156981727758	0.06947121356187734	2.144488971900791
PIM2	field1	77	0.3400084924402117	0.10790436393136489	1.6558175688891013
PIM2	field1	78	0.39181051786431154	0.09361291686485915	2.0653766121089676
PIM2	field1	79	0.23166848133079007	0.07805954240103122	1.56941486724159
PIM2	field1	80	0.27221383709041336	0.06546595246285648	2.0559237134687858
PIM2	field1	81	0.2799105766265803	0.06538973614137011	2.097829894341014
PIM2	field1	82	0.29775952708648273	0.101250256200041	1.556222110619896
PIM2	field1	83	0.42785743652996194	0.099715349102604	2.101242666377158
PIM2	field1	84	0.21624145175374138	0.06810387706484462	1.6668342662288915
PIM2	field1	85	0.37273471739888686	0.11593653854984617	1.6848138837187692
PIM2	field1	86	0.26212261374148516	0.07267209914268737	1.8507683382044093
PIM2	field1	87	0.3240927495791692	0.08687682723362568	1.89936342426937
PIM2	field1	88	0.25621965895229754	0.07675400543698305	1.7390672283631805
PIM2	field1	89	0.28204510296255414	0.060271167290445585	2.2263859769182632
PIM2	field1	90	0.2881989856135762	0.09131411185163721	1.6581555182951309
PIM2	field1	91	0.4477081193933583	0.14394932284840542	1.636997480079337
PIM2	field1	92	0.3638452050570459	0.12585200746965455	1.5315965690796405
PIM2	field1	93	0.5433331519471803	0.32736035590706863	0.7309574582951208
PIM2	field1	94	0.34551341350601295	0.1326046043417367	1.3816108498785948
PIM2	field1	95	0.35817132849849237	0.09175985915994897	1.9647147725551197
PIM2	field1	96	0.30141843971631205	0.08266581486395728	1.8664049244353889
PIM2	field1	97	0.383607411332549	0.07354980827282367	2.3828371078054635
PIM2	field1	98	0.262637108497423	0.06631819394424436	1.9855941484656743
PIM2	field1	99	0.46635337650323777	0.21777030812324932	1.0986162995607622
PIM2	field1	100	0.32323465926611167	0.07449770031469377	2.117314104762247
PIM2	field1	101	0.27360768871824676	0.0747874370987333	1.871240922738667
PIM2	field1	102	0.41444420388266706	0.1369602214408222	1.597420947081513
PIM2	field1	103	0.2139608387295714	0.06056255835667601	1.8208487084046456
PIM2	field1	104	0.34127609906313444	0.08122935975284969	2.0708662019796007
PIM2	field1	105	0.3466357878938823	0.11452599687893805	1.5977454903902262
PIM2	field1	106	0.3791298945961093	0.12775426472292079	1.56932076592162
SRSF1	field0	1	0.2467882359186707	0.06413627863487611	1.944061072543652
SRSF1	field0	2	0.2533549005511622	0.11329154159730506	1.161119581801027
SRSF1	field0	3	0.29833333333333334	0.10837131837307151	1.4609421990979707
SRSF1	field0	4	0.35191616559541083	0.13244098811823546	1.4098821075700911
SRSF1	field0	5	0.21263227513227514	0.06986447132616487	1.6057297147114395
SRSF1	field0	6	0.21856209827907944	0.09055876048585566	1.271117122556142
SRSF1	field0	7	0.34295284295284295	0.137330528284245	1.3203578459544583
SRSF1	field0	8	0.3431449502878074	0.10165798437186938	1.7550945930913262
SRSF1	field0	9	0.32890348134250574	0.0545887068267597	2.5909898527044746
SRSF1	field0	10	0.28737300435413643	0.1167601683029453	1.2993763467479442
SRSF1	field0	11	0.26803593232164663	0.06622754291057237	2.0169231789337787
SRSF1	field0	12	0.25210622710622715	0.05288248013090229	2.25317000929976
SRSF1	field0	13	0.2540363482671175	0.06094643435106269	2.0594212127328695
SRSF1	field0	14	0.2675326291831146	0.05645331499611923	2.244584653085383
SRSF1	field0	15	0.30202553222355205	0.03727625567605849	3.0183416586914964
SRSF1	field0	16	0.3889991181657848	0.07499610409848839	2.3748793272540696
SRSF1	field0	17	0.29509192730346573	0.05170460675369511	2.5127997221827885
SRSF1	field0	18	0.2023977551500487	0.04012474748124605	2.3346290707848727
SRSF1	field0	19	0.2913060390936497	0.05441298762551353	2.420512661449794
SRSF1	field0	20	0.2553431417067781	0.13107374265413282	0.9620586034076286
SRSF1	field0	21	0.2351530190239868	0.05955300185495182	1.9813537182691734
SRSF1	field0	22	0.32078668994556847	0.05640573593215451	2.507700499157019
SRSF1	field0	23	0.24015931158788295	0.040008125737438505	2.5856267972428735
SRSF1	field0	24	0.2676920074461058	0.06556658542754006	2.0295413953286516
SRSF1	field0	25	0.28503163503163503	0.054688894555654746	2.3818022438567152
SRSF1	field0	26	0.28319370398578325	0.03790635024231736	2.901277730998638
SRSF1	field0	27	0.25307742144476836	0.08722605451717853	1.5367477626461477
SRSF1	field0	28	0.2771784790133414	0.08107460401199221	1.7734932692198633
SRSF1	field0	29	0.32596371882086167	0.14391905429773594	1.1794537834793435
SRSF1	field0	30	0.28105311355311346	0.03812938288920056	2.8818677105686588
SRSF1	field0	31	0.20756172839506173	0.04719560022855956	2.1368161776625856
SRSF1	field0	32	0.32352538427304783	0.05613047410572677	2.527022762434463
SRSF1	field0	33	0.23879966187658497	0.06494430359262057	1.8785258994628502
SRSF1	field0	34	0.32771726798275475	0.11594564907098263	1.4990030099345735
SRSF1	field0	35	0.33479853479853483	0.09405619770759782	1.8316982976809486
SRSF1	field0	36	0.3185974823298767	0.10825242478715207	1.5573355254334338
SRSF1	field0	37	0.2397382029734971	0.07870508827654484	1.6069310109595887
SRSF1	field0	38	0.20137542196365726	0.06922902400792014	1.5404386977007793
SRSF1	field0	39	0.19534551986475063	0.045130272952853594	2.113860759266325
SRSF1	field0	40	0.27551579474656396	0.08925810047829683	1.626080018156944
SRSF1	field0	41	0.31842456608811753	0.0980833256871715	1.6988718403579677
SRSF1	field0	42	0.3400371892738305	0.14927250730704583	1.1877440625962088
SRSF1	field0	43	0.39276211210173473	0.11556438381539601	1.764958929218448
SRSF1	field0	44	0.31744578173149596	0.09732935951379151	1.7055632409005455
SRSF1	field0	45	0.349245555667574	0.18472792310562683	0.9188397989840451
SRSF1	field0	46	0.38041004303140225	0.08511655932134153	2.1600435957668944
SRSF1	field0	47	0.30803759082447607	0.10540632975421331	1.5471449135713073
SRSF1	field0	48	0.3889185248408551	0.1435289832377892	1.4381258603372447
SRSF1	field0	49	0.25276092067136846	0.06075861924598606	2.056612436150552
SRSF1	field0	50	0.331010288730877	0.13261075818826829	1.3196782403873897
SRSF1	field0	51	0.3491155991155991	0.14277004915153582	1.2900114635414903
SRSF1	field0	52	0.48313274027559744	0.13811694383223133	1.8065293060793994
SRSF1	field0	53	0.3740532066803254	0.12635498133929207	1.5657609575619718
SRSF1	field0	54	0.39240759240759243	0.16216849419864848	1.2748593928801846
SRSF1	field0	55	0.31578592975651804	0.1217050985892253	1.3755572834071503
SRSF1	field0	56	0.13692271780507073	0.03466263784616231	1.9819084803834346
SRSF1	field0	57	0.39798677884615385	0.09566066576086957	2.056722768050115
SRSF1	field0	58	0.4343924191750278	0.11201750106713823	1.9552747765664973
SRSF1	field0	59	0.3578483245149912	0.11179549114331722	1.6784862212160658
SRSF1	field0	60	0.12714516454673935	0.020266203575885412	2.6493288337034935
SRSF1	field0	61	0.36794033852857383	0.04934617605808102	2.898461655892481
SRSF1	field0	62	0.3990842490842491	0.12567077260808585	1.667044180623109
SRSF1	field0	63	0.39074248120300753	0.10991363401491105	1.8298477590914533
SRSF1	field0	64	0.43295266824678585	0.06071647920505276	2.8340492735361096
SRSF1	field0	65	0.2688357394239748	0.08468257569507469	1.6665878889310028
